region_id,date,temperature,precipitation,humidity
R001,2025-01-01,22.996679952852993,10.861911436838067,32.97681637162527
R001,2025-01-02,19.335420247685434,30.74056705630237,38.76984883775792
R001,2025-01-03,21.092511390326614,18.887259592946247,36.26722627739236
R001,2025-01-04,34.94982321752353,17.314728101419817,33.91306232709506
R001,2025-01-05,28.17297394299605,15.277831708050682,66.00441978104226
R001,2025-01-06,33.44435204628904,33.6916747012915,82.11281535369213
R001,2025-01-07,23.71596749708658,28.120920271648792,60.65838747987227
R001,2025-01-08,29.205645689811355,42.58608500010709,42.634891314851004
R001,2025-01-09,24.193805843225775,12.080508878769496,50.627776109518294
R001,2025-01-10,21.56449085710048,2.0059789705622775,51.621973324203246
R001,2025-01-11,25.383462930021125,9.101174091895503,57.09812385985776
R001,2025-01-12,23.546220835749736,17.16781821644382,55.23230195699536
R001,2025-01-13,34.610812973613875,8.982749515425931,70.26907514345257
R001,2025-01-14,24.923328104328018,4.1755338753180045,50.394730262190606
R001,2025-01-15,31.22226265797591,22.266923658478433,69.77792356871316
R001,2025-01-16,28.336389365916972,33.84668318762196,62.80640705970388
R001,2025-01-17,24.59254474434845,37.578538347698874,32.91053082305962
R001,2025-01-18,24.48300144932672,19.936366235930176,85.18032505298764
R001,2025-01-19,21.837802341240753,23.902229727352413,40.67744361448524
R001,2025-01-20,17.139636152641124,37.77352466874003,57.09173135635116
R001,2025-01-21,30.229386578746336,17.635391515417254,86.85583207370202
R001,2025-01-22,33.361895864010776,39.238310563398635,44.83999208611248
R001,2025-01-23,19.35909709320235,48.368803279948494,31.329872912391636
R001,2025-01-24,33.51346987858395,44.02403116706902,59.40298949564472
R001,2025-01-25,19.646084361165563,22.679766834351355,43.43587176241279
R001,2025-01-26,25.601582039675503,28.975924744446242,64.92165139227782
R001,2025-01-27,21.872439922542757,35.82131933280333,79.02648676060626
R001,2025-01-28,17.290175718245166,17.46502212180904,60.67319493867659
R001,2025-01-29,16.056767499110947,39.9619049988143,68.70176069300446
R001,2025-01-30,22.30693064288455,21.845849764026546,69.96914374964447
R001,2025-01-31,15.946877290988798,42.3420779050217,79.23206979630413
R001,2025-02-01,17.084128750757024,12.736694746303273,71.27560853870477
R001,2025-02-02,17.845951575959685,0.5689028166416144,88.5703291074949
R001,2025-02-03,15.038314123579982,31.63441979861875,57.37267518536203
R001,2025-02-04,18.06504431687307,22.594455874656283,33.01550241162092
R001,2025-02-05,26.54557360756749,2.9911558508780134,53.641614208934925
R001,2025-02-06,31.39046244191873,24.38061765365378,80.39268255919373
R001,2025-02-07,18.868599188161397,8.428492271075744,37.98405920228015
R001,2025-02-08,16.617452076950006,31.487458134053163,74.15639115482381
R001,2025-02-09,29.590283968717443,22.25227888224623,62.139687497527724
R001,2025-02-10,15.163254229144322,8.556237595247595,84.03996582458322
R001,2025-02-11,29.683242040727624,20.59694736060415,73.87138000309207
R001,2025-02-12,17.622344717337626,11.635440408873437,69.63144663396318
R001,2025-02-13,19.56570124238807,32.654839023645735,83.21267575790002
R001,2025-02-14,17.40139821776059,14.757168702286517,84.49319563758507
R001,2025-02-15,19.94676314102789,41.10086750256515,53.095002266118335
R001,2025-02-16,30.963518769235897,0.7081602745756144,85.67083871064318
R001,2025-02-17,17.650882102501516,20.17089882711474,33.28188011176906
R001,2025-02-18,34.883312645870674,30.854022779398555,75.75399767321078
R001,2025-02-19,21.54195552195584,1.1304142224581482,50.191856526940995
R001,2025-02-20,33.439362510166575,10.792095126202733,59.24381673394264
R001,2025-02-21,18.80066159671093,16.370997976472996,80.14499316084738
R001,2025-02-22,18.757950398888035,1.0922277291172122,68.22232343194887
R001,2025-02-23,26.306713660861476,27.334535242533526,57.449461472005744
R001,2025-02-24,16.01200169809356,31.543419454224146,39.83599456699385
R001,2025-02-25,31.020057952711856,11.376112590651644,86.35588773062672
R001,2025-02-26,23.792305013361077,27.17413636641892,49.94864859247859
R001,2025-02-27,28.983929467057088,49.95634445787486,36.06969141760851
R001,2025-02-28,18.492644069920388,44.34596438736598,63.84880482978704
R001,2025-03-01,27.847147015723806,2.9330415800244927,54.376787472687425
R001,2025-03-02,26.88141308703387,6.394123220816262,65.43066962623833
R001,2025-03-03,30.113225038358877,24.72016606746636,44.01179774205793
R001,2025-03-04,20.948025853019413,12.260055743235748,52.72373190562322
R001,2025-03-05,33.66331149943018,4.048461858841545,88.35050242298269
R001,2025-03-06,34.22602138791464,12.727724637285942,86.19217254223983
R001,2025-03-07,32.362472224427094,3.058904883690128,81.8629046289036
R001,2025-03-08,26.440675323210836,26.495622105782445,76.74725174454343
R001,2025-03-09,23.40576541322701,24.512505183531776,39.39358649208022
R001,2025-03-10,16.159848371399097,0.3163076778075091,58.01583539658624
R001,2025-03-11,33.9445560292198,24.125819782196462,73.6741671526599
R002,2025-01-01,34.03562687396734,25.990257363049547,45.7060539508788
R002,2025-01-02,15.373769099593677,30.285187050579943,31.98445278942834
R002,2025-01-03,22.137750932814402,48.50498622032522,55.08593395945261
R002,2025-01-04,32.60072736516524,49.13462135260002,55.5084837844812
R002,2025-01-05,16.617040660792366,26.346465533541107,33.9060154453376
R002,2025-01-06,18.931327534204147,42.25933488048913,49.23693474836966
R002,2025-01-07,34.573546336391814,4.258288499515461,85.03800358724745
R002,2025-01-08,31.94577624240697,26.55773112150377,45.01780842225692
R002,2025-01-09,33.24126988167527,33.945002961198085,64.14958903507808
R002,2025-01-10,17.843088373106344,28.236440978477418,59.27291881780289
R002,2025-01-11,19.226319179336897,11.53604972270925,81.72754686745881
R002,2025-01-12,27.108331687034983,3.1328993152305475,69.21301462487199
R002,2025-01-13,25.034764420053982,19.33346422875948,39.505769688312405
R002,2025-01-14,20.97006781094098,32.38212488933794,38.57212361061343
R002,2025-01-15,32.67692599474493,49.585653682778094,63.449233651579334
R002,2025-01-16,33.02777231071146,11.82667256919731,32.78798174134776
R002,2025-01-17,20.83368020293222,45.889495485569185,53.611856759366056
R002,2025-01-18,18.115062811838797,3.4130699762632,53.94066474908995
R002,2025-01-19,17.98184841540627,46.54946369619891,41.779987272580236
R002,2025-01-20,24.68850390783878,41.618338393501496,48.06073256021739
R002,2025-01-21,17.65836990802706,1.0472676365923972,49.79689448405783
R002,2025-01-22,24.466804441904507,14.90926870443323,30.705515949167793
R002,2025-01-23,24.23868145719715,2.5478326839266763,78.35348421365731
R002,2025-01-24,32.68220426411314,49.77529357647798,87.44677495288101
R002,2025-01-25,20.92420879600074,21.392200229188813,47.35599145013991
R002,2025-01-26,26.21304917281955,33.10867598053187,36.71913345915195
R002,2025-01-27,29.86999728568193,11.70952874111934,87.21312859110019
R002,2025-01-28,26.918295900998128,46.686811933377584,74.43306126953716
R002,2025-01-29,34.08135689960274,13.708704426973583,83.46854569484577
R002,2025-01-30,27.0455496099954,13.010730365114926,51.65256908249572
R002,2025-01-31,33.037243569402236,15.730004797067643,59.04373654575032
R002,2025-02-01,19.90112778507486,23.12445823253532,85.81438236511354
R002,2025-02-02,26.215055455588725,0.9266363114855514,57.57314682652478
R002,2025-02-03,25.86611853133309,29.891875006404224,70.32571763455479
R002,2025-02-04,34.78904220280167,1.583289857036907,72.28792768859063
R002,2025-02-05,19.09012626798247,26.960124386979658,80.22683055363945
R002,2025-02-06,17.81986796731955,22.894245109105597,88.51073946668006
R002,2025-02-07,27.233441552608408,12.12735290682051,50.093959985997046
R002,2025-02-08,19.473842866641267,16.488400858541336,44.8470509594174
R002,2025-02-09,27.783106913005795,35.282990562233486,34.66235695112519
R002,2025-02-10,34.44978177039101,0.47987599356981714,81.39225141219538
R002,2025-02-11,33.93011990794915,15.832356901287985,47.56079231403774
R002,2025-02-12,19.62206049287996,34.01486270824336,32.97676772086254
R002,2025-02-13,18.41792696424298,7.613693270127503,81.9162283691488
R002,2025-02-14,26.214785743250914,28.019282709305166,60.594565670546444
R002,2025-02-15,26.735545764463,8.446646424135634,80.29879227297887
R002,2025-02-16,28.245001427613005,7.73809384284998,63.2689175859348
R002,2025-02-17,29.82981851973617,38.61400478618784,48.82378492588003
R002,2025-02-18,27.019146213440084,13.326267665056884,37.78689550330949
R002,2025-02-19,17.235060074393257,18.78845594762637,56.22969076622687
R002,2025-02-20,30.803159411388954,36.50090328124849,31.592942555608854
R002,2025-02-21,16.59034369049252,8.975980027148816,66.14756657056178
R002,2025-02-22,15.399853724343842,26.58685106664288,55.65987820277883
R002,2025-02-23,30.39316393223753,45.89098318823315,38.49141804849221
R002,2025-02-24,25.967148488713516,27.691340968924433,61.81406944877122
R002,2025-02-25,28.971828371730467,2.4422883311714716,78.05464182964933
R002,2025-02-26,22.654946484151974,29.484863733855533,88.48801717081389
R002,2025-02-27,15.22184987048985,4.5076699757198915,61.64150988504889
R002,2025-02-28,21.620306982620505,14.106227021664154,37.77305766259442
R002,2025-03-01,27.162704658462854,42.483755267175574,78.64237114467014
R002,2025-03-02,19.514061409402196,0.5534564034308964,71.74731533891824
R002,2025-03-03,28.756086672658626,3.850665433231082,87.23827485326049
R002,2025-03-04,30.888020197838898,18.168206434018547,62.11277986703979
R002,2025-03-05,24.085339967311185,49.96979399496747,51.42623490710088
R002,2025-03-06,32.51442596138335,14.59319530359216,87.7704072277955
R002,2025-03-07,32.096331291382356,7.863730936801561,62.30667488617241
R002,2025-03-08,32.561159055836676,27.471106642412447,30.954340578494
R002,2025-03-09,28.2207406531367,25.962751078520167,58.420140761022054
R002,2025-03-10,21.095779993471595,22.480979421441877,30.142681855943206
R002,2025-03-11,24.62502564743144,47.33268760214744,74.2624687993775
R003,2025-01-01,29.210212990621827,14.007468547525937,63.9567068135204
